"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research on Crop Pest and Disease Diagnosis Method Based on Improved Faster R-CNN","Z. Yu","School of Automation, Wuhan University of Technology, Wuhan, China",2023 5th International Conference on Artificial Intelligence and Computer Applications (ICAICA),"31 Jan 2024","2023","","","46","50","Crop diseases and pests pose a significant threat to global food production. To effectively identify and combat these threats, this article introduces a method for intelligent detection using computer vision technology. Given the inadequacy of existing datasets for real-world applications, this study emphasizes the application of deformable convolution. This convolution technique enhances performance in complex spatial deformations by introducing offsets for sampling points of each convolutional kernel. Alongside the Faster R-CNN framework, we present a comprehensive intelligent detection workflow, elaborating from data collection and preprocessing to model evaluation and final disease detection. Experimental results indicate the proposed method can effectively detect and distinguish different crop diseases.","2833-8413","979-8-3503-2331-3","10.1109/ICAICA58456.2023.10405454","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10405454","Crop diseases and pests;deformable convolution;Faster R-CNN;intelligent detection;computer vision","Convolution;Deformation;Crops;Production;Object detection;Medical diagnosis;Diseases","","1","","7","IEEE","31 Jan 2024","28-30 Nov. 2023","28-30 Nov. 2023","IEEE","IEEE Conferences"
"Crop Pest and Disease Recognition Based on Improved ConvNeXt and Swin Transformer","M. Zhu; X. Qin; Y. Chen","Shanghai Polytechnic University, Shanghai, China; Shanghai Polytechnic University, Shanghai, China; Sanda University, Shanghai, China",2024 International Conference on Orange Technology (ICOT),"27 Mar 2025","2024","","","1","4","Agriculture is essential for global food security, which significantly impacts human happiness and overall wellbeing. As the population grows, improving agricultural productivity becomes crucial for ensuring a stable food supply and supporting societal welfare. Pests have long affected crop yields, threatening both food security and quality of life. This paper leverages deep learning by combining ConvNeXt and Swin Transformer models. A newly proposed attention mechanism, CAFM Fusion, enhances feature fusion, while Mixup and dynamic learning rate adjustment help prevent overfitting. Tested on IP102 and PlantVillage datasets, our model achieved 75.75% and 99.89% accuracy, respectively, contributing to sustainable agriculture and better well-being.","","979-8-3315-2360-2","10.1109/ICOT64290.2024.10936957","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10936957","Agriculture;pest and disease;deep learning;transfer learning;ConvNeXt;Swin Transformer","Deep learning;Accuracy;Diversity reception;Transfer learning;Food security;Tail;Transformers;Agriculture;Social implications of technology;Diseases","","3","","13","IEEE","27 Mar 2025","15-18 Dec. 2024","15-18 Dec. 2024","IEEE","IEEE Conferences"
"PestinaNet- A Real-Time Crop Pest Detection System","H. Abid; N. Nida; A. Irtaza","Department of Computer Science, University of Engineering and Technology, Taxila, Pakistan; National Science and Technology Park, NUST, Islamabad, Pakistan; Department of Computer Science, University of Engineering and Technology, Taxila, Pakistan",2022 2nd International Conference on Computing and Machine Intelligence (ICMI),"5 Sep 2022","2022","","","1","4","Crop pests are the major factor that reduce the crop yield and influence the health of crops. However, manual identification of pests is time-consuming, and there is a high probability that some pests would go unnoticeable. Therefore, farmer’s essential task is to identify, maintain and control the pest’s population to ensure crop health and quality yield. In this research, we propose an autonomous pest detection system that uses a deep learning technique to assist farmers in localization of pests. Towards this, we used RetinaNet and modified it for pest detection. The experiments are evaluated on publicly available IP102 dataset comprising 97 classes. The PestinaNet was used for pest detection due to its capability to resolve the issue of class imbalance problem between crop and pest pixels. Our experimental findings reveal a significant performance gain of 51.91% mean average precision(mAP) on the benchmark IP102 dataset in contrast with state-of-the-art methods. The proposed work has practical bearing in the development of an automatic pest detection system.","","978-1-6654-7483-2","10.1109/ICMI55296.2022.9873654","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9873654","Smart Agriculture;Crop Pests;IP102;PestinaNet;Deep learning;Crop Pest Detection","Visualization;Sociology;Crops;Spraying;Manuals;Benchmark testing;Performance gain","","4","","20","IEEE","5 Sep 2022","15-16 July 2022","15-16 July 2022","IEEE","IEEE Conferences"
"State-of-the-Art Deep Learning Algorithms for Internet of Things-Based Detection of Crop Pests and Diseases: A Comprehensive Review","J. Pierre Nyakuri; C. Nkundineza; O. Gatera; K. Nkurikiyeyezu","African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda",IEEE Access,"21 Nov 2024","2024","12","","169824","169849","Plant pest and disease management, especially in the early stages of infestation, is a critical challenge that poses significant threats and has potential to devastate agricultural crops, causing total yield loss and food insecurity. Traditional inspection methods are time-consuming and prone to errors due to limited labor expertise. Therefore, to tackle these challenges, harnessing advanced technologies such as artificial intelligence (AI), Machine Learning/Deep Learning (ML/DL), and Internet of Things (IoT) is essential for managing and mitigating agriculture hazards. This research presents a comprehensive review of the state-of-the-art DL architectures integrated with IoT-based systems applied to plant pest and disease detection (PPDD) by investigating different potential approaches that have been employed using DL and IoT up to the year 2024 to address challenges in agriculture. Convolutional Neural Network (CNN) architectures for image recognition, object detection, and their integration with IoT, embedded into mobile devices and unmanned aerial vehicles (UAV) are explored. Moreover, the research discusses the advantages and limitations of these techniques, emphasizing their architecture design, efficiency and accuracy. The findings demonstrate that there is a tradeoff between robustness and complexity among existing techniques, and authors recommend future trends aimed at creating robust models with fewer parameters that are more accurate and easily implementable on small IoT-based and portable devices suitable for in-field and real-time applications. Furthermore, while existing review papers discuss either DL or IoT separately, this research paper uniquely focuses on their combined models, providing a comprehensive overview of the synergistic potential of leveraging IoT-driven technologies alongside advanced DL algorithms to ease the task of researchers in the field of precision agriculture particularly in PPDD.","2169-3536","","10.1109/ACCESS.2024.3455244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10666658","Deep learning;machine learning;crop pest detection;crop disease detection;convolutional neural networks;Internet of Things","Crops;Internet of Things;Reviews;Agriculture;Image recognition;Accuracy;Deep learning;Plant diseases;Convolutional neural networks","","38","","187","CCBY","5 Sep 2024","2024","","IEEE","IEEE Journals"
"Pest and Disease Detection and Classification Using YOLOv8","K. Aditya; A. R. Sai Venkata Manikanta; S. Dhamodaran; J. Refonaa; S. L. Jany Shabu; M. Maheswari","Dept. of Computer Science & Engineering, Sathyabama Institute of Science & Technology, Chennai, India; Dept. of Computer Science & Engineering, Sathyabama Institute of Science & Technology, Chennai, India; Dept. of Computer Science & Engineering, Sathyabama Institute of Science & Technology, Chennai, India; Dept. of Computer Science & Engineering, Sathyabama Institute of Science & Technology, Chennai, India; Dept. of Computer Science & Engineering, Sathyabama Institute of Science & Technology, Chennai, India; Dept. of Computer Science & Engineering, Sathyabama Institute of Science & Technology, Chennai, India",2025 Global Conference in Emerging Technology (GINOTECH),"17 Jul 2025","2025","","","1","4","To achieve real time detection and classification of pests to increase agricultural productivity the system is proposed to be a YOLOv8 based pest detection system. Images of agricultural fields and storage are processed by the system based on these captured by drones and stationary cameras and a pest is detected with high speed and accuracy. The system combines a large computational power and high speed performance of the YOLOv8 algorithm to precisely locate the pest in time to provide timely intervention and targeted pest control. In addition, it not only saves damage to crops but also it improves pest management and thus makes the farm perform well using a sustainable farming approach. Most suitable for different agricultural situations with less application and support for more sustainable agricultural practices because of the system’s capacity to adapt to changing environmental conditions and pest population dynamics.","","979-8-3315-0775-6","10.1109/GINOTECH63460.2025.11077023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11077023","YOLOv8 algorithm;Pest detection;Precision agriculture;Real-time object detection;Agricultural pest management;Computer vision in agriculture","Productivity;Precision agriculture;Accuracy;Crops;Pesticides;Pest control;Thermal sensors;Real-time systems;Farming;Drones","","","","10","IEEE","17 Jul 2025","9-11 May 2025","9-11 May 2025","IEEE","IEEE Conferences"
"Optimizing Pesticide Decisions with Deep Transfer Learning by Recognizing Crop Pest","P. Bari; L. Ragha","Information Technology Department, Terna Engineering College, Fr. C. Rodrigues Institute of Technology, Vashi, Navi-Mumbai, India; Computer Department, Fr. C. Rodrigues Institute of Technology, Vashi, Navi-Mumbai, India","2023 International Conference on New Frontiers in Communication, Automation, Management and Security (ICCAMS)","15 May 2024","2023","1","","1","6","The goal of this study is to design a user-friendly web application to help farmers to lead farming activities and maximize their profits by using deep transfer learning techniques for identifying pests. Insects are a huge problem in agricultural activity hindering production and causing tremendous loss of agricultural produce. The growth of pests leads to loss of production, therefore, dealing with these pests in a timely manner is of utmost importance. It is estimated that the insect pest on average causes 15–20 per cent losses of yield in food and cash crops. The proposed work aims to strengthen our farmers by helping them adopt technology to increase yield and productivity by using deep transfer learning models by identifying pests and then suggest pesticides that need to be used. Classifier for identifying pests contains hundreds of thousands of parameters, and building one from the beginning needs a large amount of labelled training data as well as powerful processing to attain accurate results. These constraints are largely overcome via transfer learning. This study employs deep transfer learning to identify pests and suggest the best pesticides using Residual Neural Network (ResNet50) and Visual Geometry Group Network (VGG16) which were trained using pre-trained ImageNet. ResNet50 and VGG16 are trained and it is observed that VGG16 outperforms with an accuracy of 99%. The pesticide recommendation model will suggest farmer, which pesticide to use based on an insect image uploaded by the farmer. Thus it assists users in implementing technology to produce crops effectively and, as a result, succeed in increasing yields at a reasonable price.","","979-8-3503-1706-0","10.1109/ICCAMS60113.2023.10525699","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10525699","Pesticide recommendation;Prediction;Deep learning;Transfer learning;VGG16;Convolution neural network","Smart agriculture;Visualization;Insects;Transfer learning;Crops;Training data;Pesticides","","2","","15","IEEE","15 May 2024","27-28 Oct. 2023","27-28 Oct. 2023","IEEE","IEEE Conferences"
"A crop pest and disease detection algorithm based on multi-scale feature enhancement and adaptive convolution","M. Wang; S. Zhan","Intelligent Agriculture Research Center, Southeast Digital Economy Development Research Institute, Zhejiang, China; School of Automation, Southeast University, Jiangsu, China",2025 5th International Conference on Computer Systems (ICCS),"19 Dec 2025","2025","","","29","32","Crop disease and pest detection accuracy critically impacts agricultural safety and economic outcomes. Traditional algorithms often fail to balance small-target detection and accuracy in complex field environments. To overcome this, we propose YOLO-MSFA, an enhanced YOLO-based detection framework. The approach includes: (1) a hybrid augmentation strategy with adversarial perturbations to improve robustness; (2) a multi-scale feature pyramid with residual connections and lightweight convolutions for better reuse and emphasis on small targets like disease spots; and (3) a dynamic fusion module using dual-branch dilated convolution with adaptive weighting to integrate multi-scale local features, enhancing performance in complex scenes. Experimental results demonstrate that, compared to other benchmark algorithms, the proposed method achieves an average mAP50 of 99.1% on the citrus dataset and significant improvements on tea, wheat, and rice datasets, exhibiting significant advantages especially on datasets with complex backgrounds.","","979-8-3315-7507-6","10.1109/ICCS67844.2025.11291781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11291781","crop pests and diseases;object detection;multi-scale feature enhancement;adaptive convolution","YOLO;Smart agriculture;Adaptation models;Accuracy;Perturbation methods;Crops;Feature extraction;Robustness;Safety;Diseases","","","","9","IEEE","19 Dec 2025","26-28 Sept. 2025","26-28 Sept. 2025","IEEE","IEEE Conferences"
"Research on Intelligent Detection Algorithm for Large Target Crop Pests Based on Improved YOLO","Z. Zhou","College of Information Engineering, Shanghai Maritime University, Shanghai, China",2025 5th International Conference on Computer Science and Blockchain (CCSB),"17 Sep 2025","2025","","","150","153","To address the challenges of large-scale targets, complex backgrounds, and low detection accuracy in crop pest detection, this paper proposes an intelligent detection method for large-scale crop pests based on improved YOLO. First, a large-scale dataset containing 9 common crop pests with over 7,000 images is constructed. Second, a multi-scale feature fusion network is designed to improve the detection ability of the model for large-scale pest targets. Then, attention mechanisms and improved convolutional structure are introduced to improve detection accuracy in complex farmland environments. Finally, validation experiments are conducted on the self-built dataset. Experimental results show that the improved YOLO model achieves an mAP@0.5 of 81.4% in pest detection tasks, which is 5.6% higher than the baseline YOLOv10n, meeting real-time detection requirements. This method provides effective technical support for intelligent crop pest monitoring.","","978-1-6654-7781-9","10.1109/CCSB66722.2025.11154199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11154199","pest detection;yolo;object detection;deep learning","YOLO;Location awareness;Accuracy;Attention mechanisms;Crops;Interference;Feature extraction;Real-time systems;Detection algorithms;Monitoring","","","","9","IEEE","17 Sep 2025","1-3 Aug. 2025","1-3 Aug. 2025","IEEE","IEEE Conferences"
"Pest Detection and Recognition: An approach using Deep Learning Techniques","N. C. Kundur; P. B. Mallikarjuna","Dept. of CSE, JSS Academy of Technical Education, Bengaluru, India; Dept. of CSE, JSS Academy of Technical Education, Bengaluru, India",2022 Fourth International Conference on Cognitive Computing and Information Processing (CCIP),"31 Mar 2023","2022","","","1","6","Insect pest management is one of the most important ways to enhance crop productivity and quality in agriculture. We need to detect insect pest's timely and accurate manner, which is critical to agricultural production. This paper aims to provide effective pest detection in a wide area. The real-time application of this work can be used to detect pest which affects agricultural crops vastly. Here deep learning algorithm is used to detect pests for an IP102 dataset which consists of 75000 images. We have implemented the K-Means clustering algorithm which is used for creating groups of classes or clusters for pixel-based extraction of pests using Mat lab. Performance metrics like algorithm accuracy, precision, recall, and F-1 score are evaluated accordingly. We have obtained a validation accuracy of 97.98% which outperforms the other existing methods.","","978-1-6654-5648-7","10.1109/CCIP57447.2022.10058692","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10058692","Pest detection;K-means;Deep Learning;Pixel- based Extraction;Mat lab","Deep learning;Productivity;Measurement;Insects;Clustering algorithms;Crops;Information processing","","9","","20","IEEE","31 Mar 2023","23-24 Dec. 2022","23-24 Dec. 2022","IEEE","IEEE Conferences"
"An Optimized Lightweight Crop Pest Detection Method","Z. Cheng; R. Huang; R. Qian; S. Zhang; X. Jiang; M. Liu; X. Qu","School of Computer Science and Technology, Anhui University of Technology, Ma’anshan, China; School of Computer Science and Technology, Anhui University of Technology, Ma’anshan, China; Institute of Agricultural Economy and Information, Anhui Academy of Agricultural Sciences, Hefei, China; School of Computer Science and Technology, Anhui University of Technology, Ma’anshan, China; School of Computer Science and Technology, Anhui University of Technology, Ma’anshan, China; School of Computer Science and Technology, Anhui University of Technology, Ma’anshan, China; School of Computer Science and Technology, Anhui University of Technology, Ma’anshan, China","2023 4th International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering (ICBAIE)","17 Oct 2023","2023","","","154","158","The practical application of crop pest detection methods has been limited by the large number of parameters and computations, and we built a lightweight crop pest detection method YOLOLite-CSG in our previous research, which basically removed this limitation. However, further analysis shows that YOLOLite-CSG still has problems that affect the performance in terms of the prior box generation method, downsampling method and bounding box regression loss function. In response to these problems, this paper proposes the prior box generation method based on label box oversampling and clustering (BS-Medians), the downsampling method based on parallel feature transformation (PSPD-Conv), and the bounding box regression loss function with size difference optimization capability (FIoU Loss). We optimize YOLOLite-CSG using the above methods to build YOLOLite-X, an optimized lightweight crop pest detection method. The experiment results show that YOLOLite-X exceeds YOLOLite-CSG in crop pest detection precision and is higher than other state-of-the-art methods. Meanwhile, YOLOLite- X has a smaller number of parameters and computations, which is more conducive to practical deployment and application.","","979-8-3503-4361-8","10.1109/ICBAIE59714.2023.10281305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10281305","crop pest detection;prior box generation method;downsampling method;bounding box regression loss function","Degradation;Crops;Optimization methods;Big Data;Feature extraction;Internet of Things;Usability","","1","","15","IEEE","17 Oct 2023","25-27 Aug. 2023","25-27 Aug. 2023","IEEE","IEEE Conferences"
